order_id,customer_id,order_date,total_amount,status
51,3941,2024-01-25,901.089708495903,Pending
52,13630,2024-01-01,906.1010367033285,Pending
53,14525,2024-09-27,603.701594390693,Cancelled
54,17245,2024-02-16,578.9281366686685,Pending
55,7278,2024-06-14,431.34231131411383,Delivered
56,12051,2024-06-09,777.8093206210868,Delivered
57,1203,2024-10-31,884.1152933026317,Delivered
58,8787,2024-12-20,730.2325010069903,Pending
59,15318,2024-11-27,530.0330843303753,Delivered
60,6227,2024-07-30,638.2476523579434,Pending
61,813,2024-09-24,227.54327528401492,Cancelled
62,12675,2024-09-06,991.3162694711787,Shipped
63,10372,2024-01-06,936.5096099052216,Cancelled
64,12945,2024-08-02,957.0687812197016,Cancelled
65,7996,2024-12-13,175.17803197795902,Pending
66,9534,2024-10-16,656.2538425966875,Pending
67,7256,2024-01-06,659.7799471268443,Cancelled
68,6910,2024-07-06,361.5453628670828,Cancelled
69,2402,2024-06-02,866.5283482253092,Cancelled
70,14825,2024-06-25,784.5179703043926,Delivered
71,11514,2024-09-30,722.4199802954101,Shipped
72,3604,2024-05-06,38.601068571828016,Shipped
73,10902,2024-05-21,990.6570802727557,Cancelled
74,16708,2024-08-24,721.1883195655158,Delivered
75,13984,2024-03-27,969.7487416956832,Pending
76,3040,2024-11-13,95.91201956087909,Pending
77,2286,2024-02-27,697.4059522041626,Delivered
78,17442,2024-08-19,747.3621985669455,Pending
79,638,2024-09-09,74.02508185389503,Shipped
80,5849,2024-05-31,73.8362455530185,Pending
81,356,2024-08-23,764.643438071502,Shipped
82,7253,2024-09-04,799.7027757664304,Cancelled
83,15050,2024-01-16,911.0764289471188,Shipped
84,6617,2024-04-23,774.3201718209225,Shipped
85,296,2024-05-20,247.96765645664325,Shipped
86,13382,2024-07-31,969.0150756422076,Shipped
87,14931,2024-12-04,274.56616653255094,Delivered
88,16364,2024-06-03,729.9426110367614,Delivered
89,12461,2024-02-07,534.0814233753282,Pending
90,15274,2024-06-27,131.08510657041188,Shipped
91,5786,2024-05-30,927.8577442149327,Pending
92,2202,2024-05-23,592.0469746234362,Shipped
93,16390,2024-02-15,100.89791493882504,Cancelled
94,15842,2024-08-03,389.52232407726234,Shipped
95,14721,2024-04-23,767.3468939017118,Cancelled
96,14577,2024-07-26,622.2359376123135,Shipped
97,3747,2024-09-23,231.26033106216556,Delivered
98,9990,2024-08-20,573.7262471436813,Delivered
99,9025,2024-01-15,315.774184792527,Shipped
100,11214,2024-07-04,531.9968665481189,Pending
101,13165,2024-12-03,324.7883191346486,Shipped
102,557,2024-12-25,501.31640777665154,Pending
103,14564,2024-01-18,843.742033398752,Cancelled
104,11245,2024-09-06,219.89665398147437,Cancelled
105,10797,2024-08-14,11.771080498448898,Cancelled
106,13092,2024-07-15,163.44679792238918,Delivered
107,15691,2024-11-17,843.437952869783,Delivered
108,16538,2024-10-12,420.90665735462363,Shipped
109,5912,2024-06-07,742.3618266516179,Pending
110,12268,2024-06-01,40.453914626143295,Shipped
111,14844,2024-12-28,154.88431304356308,Pending
112,7179,2024-12-16,573.260476602211,Delivered
113,187,2024-07-28,723.100694422755,Delivered
114,14283,2024-05-10,790.00695084117,Shipped
115,10879,2024-01-18,646.5853727736594,Shipped
116,13942,2024-12-21,759.1161340009635,Cancelled
117,7797,2024-12-11,174.0947096735531,Delivered
118,11892,2024-12-13,661.5922654411796,Cancelled
119,13192,2024-10-14,431.0395086094429,Cancelled
120,6274,2024-02-18,915.7239310842597,Shipped
121,14713,2024-06-13,619.1318498700284,Shipped
122,3017,2024-03-11,546.2518444405828,Shipped
123,12681,2024-10-10,582.4787590186273,Shipped
124,17571,2024-02-01,833.0057187153376,Delivered
125,17371,2024-06-17,21.16110791200483,Delivered
126,11448,2024-03-26,861.6654219336208,Pending
127,10498,2024-09-29,38.895165640715476,Shipped
128,15251,2024-01-10,586.8348201015948,Cancelled
129,15761,2024-12-12,507.5670161775032,Cancelled
130,6576,2024-01-17,376.64905501091215,Cancelled
131,9545,2024-12-17,137.43267903348487,Cancelled
132,10687,2024-02-25,132.83076776378192,Shipped
133,8981,2024-08-21,744.7370434714182,Cancelled
134,2708,2024-05-18,122.36106727948845,Cancelled
135,12623,2024-10-27,690.3814699765603,Delivered
136,8681,2024-12-10,990.4031956434981,Delivered
137,12706,2024-05-06,685.0689480081096,Shipped
138,3834,2024-01-17,84.46036530887831,Pending
139,7,2024-07-10,546.6384666319628,Delivered
140,2930,2024-05-01,836.0942335743692,Cancelled
141,10398,2024-02-24,955.0644114569792,Pending
142,8964,2024-07-25,730.3793042539407,Cancelled
143,17202,2024-09-17,316.57018025869917,Shipped
144,15715,2024-04-16,258.64699261252554,Pending
145,17390,2024-04-29,785.9820754965691,Delivered
146,16927,2024-11-28,762.7120603493883,Shipped
147,10183,2024-09-07,491.52036023553757,Cancelled
148,15493,2024-11-21,95.9440539475143,Shipped
149,4091,2024-02-11,675.3170896637469,Shipped
150,778,2024-07-30,594.5429473234433,Pending
151,15864,2024-11-18,21.738642919840473,Pending
152,12023,2024-12-13,645.9998119722974,Shipped
153,1898,2024-05-10,141.05441154175185,Cancelled
154,17109,2024-04-06,827.5722438665358,Delivered
155,11421,2024-11-17,676.8412398954779,Shipped
156,14449,2024-10-11,61.1754833689463,Pending
157,13757,2024-04-17,536.5076080231883,Cancelled
158,8733,2024-05-11,807.3355571801486,Cancelled
159,7199,2024-06-26,831.6870821335426,Shipped
160,1432,2024-10-03,94.52837275524085,Delivered
161,15212,2024-08-04,88.11411750923287,Pending
162,1547,2024-07-06,777.247449200732,Pending
163,4360,2024-01-12,240.32771235599805,Shipped
164,9596,2024-11-07,598.0876273619236,Shipped
165,2980,2024-01-05,612.7558167890758,Cancelled
166,16656,2024-10-09,633.5134369035314,Cancelled
167,6642,2024-04-12,344.4962626121458,Cancelled
168,5102,2024-06-25,49.50166322100144,Pending
169,368,2024-10-02,542.106992149574,Delivered
170,8568,2024-05-07,519.8585009430025,Cancelled
171,1083,2024-10-11,438.8094742545072,Shipped
172,17155,2024-09-03,286.7417808595356,Cancelled
173,2007,2024-07-29,844.6131388388795,Shipped
174,3970,2024-10-18,376.39535676247795,Cancelled
175,5256,2024-04-06,135.53121768327873,Pending
176,6922,2024-05-15,760.5388219988239,Delivered
177,8159,2024-06-06,639.9162589441752,Pending
178,9715,2024-07-07,316.0617189135007,Delivered
179,10044,2024-09-08,159.62940015919602,Pending
180,6631,2024-12-19,445.2696880946349,Pending
181,17121,2024-12-16,75.27563170952467,Cancelled
182,10708,2024-06-22,230.53128274716482,Cancelled
183,3780,2024-09-30,964.3253628532858,Cancelled
184,7096,2024-11-06,158.99022711589393,Delivered
185,14073,2024-04-19,282.2302562096269,Pending
186,13576,2024-03-21,147.58059363400324,Shipped
187,7402,2024-04-15,912.8817328991402,Shipped
188,6269,2024-01-31,925.5876994009368,Shipped
189,16185,2024-03-04,68.87560619534555,Shipped
190,549,2024-10-02,899.2399462521154,Cancelled
191,3219,2024-10-11,150.8997306321863,Delivered
192,1530,2024-08-18,403.3191803015625,Cancelled
193,12846,2024-07-01,590.4316377887501,Pending
194,2126,2024-03-13,467.7879545878243,Delivered
195,6118,2024-02-02,144.56084320815583,Shipped
196,4574,2024-05-25,793.6642099396396,Cancelled
197,12219,2024-06-29,690.5418118212741,Cancelled
198,10517,2024-11-02,941.790206305656,Pending
199,2839,2024-09-22,359.4179784365584,Cancelled
200,5192,2024-11-16,436.0901144029458,Pending
201,12348,2024-01-28,356.25397211061835,Delivered
202,3075,2024-12-18,72.35894458879214,Delivered
203,2791,2024-12-28,64.4199488006866,Delivered
204,16441,2024-03-01,763.7136342067124,Shipped
205,16095,2024-08-07,292.0099918475992,Pending
206,6298,2024-07-06,492.25872539815856,Delivered
207,13853,2024-03-27,979.1804723939667,Delivered
208,6253,2024-06-02,27.480986431585162,Delivered
209,8550,2024-02-12,522.47803464402,Cancelled
210,763,2024-02-02,523.0407118455896,Shipped
211,13629,2024-10-02,998.5640177477633,Shipped
212,528,2024-01-16,835.987341742541,Pending
213,2446,2024-12-04,76.13375860885156,Cancelled
214,2276,2024-06-08,165.5371381461569,Cancelled
215,2971,2024-04-27,43.56997398111705,Shipped
216,15520,2024-01-11,204.86613781999426,Shipped
217,2102,2024-04-17,220.20845524132596,Delivered
218,1743,2024-04-13,98.9883129356351,Pending
219,6897,2024-11-13,531.9507528293428,Cancelled
220,7489,2024-04-20,975.2614011811022,Pending
221,439,2024-06-02,805.78608603687,Delivered
222,4185,2024-04-28,211.33963688774034,Pending
223,16551,2024-01-01,785.1676841148286,Delivered
224,7030,2024-08-17,982.4221036707196,Cancelled
225,15743,2024-09-24,836.878790561915,Pending
226,15882,2024-11-08,473.9899936346123,Cancelled
227,9779,2024-03-13,276.6423553924957,Delivered
228,13019,2024-11-01,750.4120701639813,Delivered
229,15037,2024-11-23,788.5861021450731,Pending
230,9511,2024-04-04,303.8699067553428,Cancelled
231,3377,2024-07-30,231.94087500199683,Shipped
232,12351,2024-05-26,675.3851895851743,Delivered
233,6802,2024-04-05,889.5456456595995,Cancelled
234,7953,2024-04-28,30.505302698838474,Cancelled
235,7776,2024-10-13,987.2199210226405,Cancelled
236,9308,2024-01-22,199.93252683422276,Shipped
237,1457,2024-04-30,355.9243778686582,Delivered
238,5940,2024-03-16,62.399955484534544,Shipped
239,15932,2024-03-23,64.98429634385403,Shipped
240,16177,2024-12-22,280.024612581947,Pending
241,2101,2024-03-06,569.3686403185374,Cancelled
242,12585,2024-09-16,902.0719621778619,Delivered
243,13575,2024-06-06,79.14771905600097,Pending
244,7917,2024-05-30,550.4408394351746,Delivered
245,16140,2024-10-03,421.97270805827264,Cancelled
246,2758,2024-11-20,989.3721137334564,Delivered
247,16741,2024-01-07,195.23539616644956,Shipped
248,6571,2024-03-16,375.8200123544773,Cancelled
249,6442,2024-04-14,43.12388379798056,Delivered
250,12535,2024-07-21,915.0970529472114,Pending
251,3839,2024-02-15,626.196461709045,Shipped
252,12177,2024-07-24,591.9582451248484,Shipped
253,12195,2024-10-21,58.24321079297104,Cancelled
254,899,2024-07-13,108.00961797239863,Cancelled
255,16716,2024-11-18,792.3716445388095,Shipped
256,17190,2024-04-09,553.9773963208429,Cancelled
257,2141,2024-09-02,207.01940518692072,Delivered
258,18,2024-04-12,554.3177613815784,Cancelled
259,2855,2024-08-03,968.4345024810585,Shipped
260,12639,2024-06-17,112.66262140666974,Delivered
261,1227,2024-02-01,970.5042384415972,Cancelled
262,14411,2024-08-09,777.3373865905295,Delivered
263,4819,2024-06-12,152.7887506435349,Pending
264,15732,2024-12-17,816.5329742793967,Cancelled
265,12829,2024-03-10,746.5808395701648,Delivered
266,6655,2024-07-02,578.1832204211282,Shipped
267,8796,2024-04-16,776.6165005386011,Cancelled
268,3240,2024-03-08,149.83479502157803,Pending
269,14933,2024-03-08,724.4065350302114,Pending
270,2156,2024-05-20,644.5201181833662,Delivered
271,12592,2024-09-07,291.83618761122517,Delivered
272,8348,2024-08-22,693.4683850492843,Delivered
273,13598,2024-12-20,682.0624210432825,Delivered
274,7458,2024-10-29,246.64779652981966,Delivered
275,1735,2024-03-20,156.2094032990594,Pending
276,15268,2024-01-24,368.6465320662638,Delivered
277,14265,2024-02-09,405.1700142751647,Cancelled
278,12120,2024-05-31,825.9124549966108,Delivered
279,8150,2024-11-08,441.7184213038724,Pending
280,1114,2024-05-31,739.2294727937841,Shipped
281,7785,2024-08-17,468.07210628454584,Cancelled
282,7771,2024-11-20,76.45701213370492,Shipped
283,6689,2024-11-14,656.216131940856,Cancelled
284,12857,2024-05-26,896.4323029574766,Shipped
285,12998,2024-11-13,523.1357912583401,Delivered
286,11523,2024-10-12,705.0363642937427,Pending
287,8369,2024-03-29,781.0509766970662,Shipped
288,6676,2024-07-18,472.7102598012846,Cancelled
289,7739,2024-11-19,257.30123242760124,Shipped
290,13994,2024-09-04,861.471084823398,Shipped
291,4478,2024-08-11,830.4020350552469,Delivered
292,17091,2024-08-25,860.8948619219944,Shipped
293,6950,2024-04-17,827.5247708327248,Shipped
294,12436,2024-07-10,141.7809411338127,Cancelled
295,17,2024-08-28,420.56545757666987,Cancelled
296,3689,2024-04-06,199.62159721992856,Cancelled
297,5151,2024-08-16,163.6395025624745,Cancelled
298,121,2024-09-22,783.6840025519778,Delivered
299,2486,2024-09-02,486.5274754838954,Cancelled
300,9610,2024-05-31,99.79397847132861,Pending
301,10854,2024-08-15,412.0266915422441,Delivered
302,734,2024-05-10,993.3668775171823,Delivered
303,6269,2024-02-16,220.26544343580608,Shipped
304,11644,2024-08-16,403.19181121649046,Pending
305,7827,2024-03-28,598.5653895610669,Cancelled
306,13337,2024-07-26,207.59255926744248,Delivered
307,6849,2024-10-29,968.0823377851768,Cancelled
308,7526,2024-12-17,638.5535884810816,Pending
309,7005,2024-02-22,237.1147806970453,Delivered
310,16821,2024-07-26,452.13723468379214,Shipped
311,174,2024-12-01,367.28983072216715,Shipped
312,9698,2024-11-01,131.08765001734338,Cancelled
313,14838,2024-09-28,291.7576559053538,Delivered
314,12441,2024-09-16,558.1807952110652,Pending
315,8611,2024-01-24,97.22814792393693,Delivered
316,15636,2024-08-26,57.81736158760333,Pending
317,4025,2024-06-07,545.9196322225926,Cancelled
318,7232,2024-11-01,439.7280024691604,Shipped
319,14266,2024-12-09,196.37277156829364,Cancelled
320,6473,2024-03-28,715.6220326991636,Cancelled
321,9816,2024-09-07,96.9979340791209,Pending
322,10656,2024-03-28,277.6941286908859,Shipped
323,4299,2024-12-21,110.2809278589677,Shipped
324,16934,2024-06-08,730.3313199706196,Cancelled
325,12235,2024-03-19,636.3936098859597,Delivered
326,16010,2024-11-10,196.56985886998115,Shipped
327,2095,2024-08-18,561.7945368339615,Pending
328,1842,2024-01-12,699.5075807916282,Cancelled
329,6535,2024-09-29,43.82772322877925,Cancelled
330,13552,2024-08-20,666.589186309154,Cancelled
331,5327,2024-04-15,318.4075350095713,Shipped
332,8675,2024-11-01,143.89309145904363,Delivered
333,2943,2024-11-02,822.9427604494151,Shipped
334,13009,2024-08-28,610.0696385497347,Pending
335,10580,2024-06-01,551.0676217475982,Cancelled
336,9283,2024-09-03,838.0982627422823,Cancelled
337,13382,2024-11-08,272.4607492083537,Cancelled
338,17505,2024-10-27,23.98576325725712,Pending
339,11108,2024-10-08,949.239949303356,Cancelled
340,15133,2024-07-14,270.13944416656983,Pending
341,16985,2024-01-29,637.0146990517192,Cancelled
342,3146,2024-03-19,977.2619281153089,Cancelled
343,17436,2024-07-01,241.28594824693957,Pending
344,522,2024-08-13,992.7958162286574,Shipped
345,6216,2024-12-18,543.2698729226897,Delivered
346,2265,2024-03-20,959.3790182855641,Pending
347,4213,2024-02-09,95.17909701216385,Cancelled
348,17594,2024-12-24,535.7134916657678,Delivered
349,14407,2024-01-05,944.921934848692,Delivered
350,8404,2024-11-09,163.9735969962002,Delivered
351,4167,2024-12-19,282.45485164457216,Shipped
352,2870,2024-02-06,220.34936833876907,Shipped
353,1285,2024-03-14,965.7915113069337,Pending
354,9492,2024-04-30,270.8974637248044,Pending
355,14196,2024-01-31,129.7460636247347,Delivered
356,2479,2024-09-06,798.8380009059201,Delivered
357,13398,2024-01-14,518.3693798893369,Shipped
358,209,2024-10-16,593.9974925399712,Cancelled
359,9084,2024-02-22,610.7461189488282,Shipped
360,17626,2024-12-04,616.8755962323612,Pending
361,14585,2024-04-10,459.72427547020897,Shipped
362,6034,2024-01-21,975.808773642496,Cancelled
363,4088,2024-10-19,182.3676870296377,Cancelled
364,7435,2024-04-05,958.2815657074132,Shipped
365,9307,2024-11-15,299.4800908399041,Cancelled
366,9912,2024-12-15,198.01917315998156,Pending
367,8612,2024-08-16,629.4752541950833,Delivered
368,15097,2024-12-23,892.9311183351666,Delivered
369,4175,2024-09-29,369.29280250329754,Delivered
370,7486,2024-10-28,84.67060792143715,Shipped
371,14979,2024-08-15,541.1686442325395,Delivered
372,12725,2024-06-07,985.3150723685296,Pending
373,8425,2024-02-19,395.66571880204737,Pending
374,10245,2024-06-26,29.750695797178402,Delivered
375,801,2024-10-25,505.8675330604385,Pending
376,12355,2024-01-17,389.9055578456873,Delivered
377,14222,2024-11-29,76.01929078117773,Cancelled
378,524,2024-07-16,876.0787241526485,Shipped
379,10192,2024-08-09,622.5768541433756,Cancelled
380,10957,2024-05-26,162.66707912450318,Shipped
381,8420,2024-07-08,926.69183945185,Cancelled
382,8129,2024-02-09,580.4811707441864,Cancelled
383,1490,2024-02-06,692.3039385220135,Cancelled
384,17106,2024-04-04,587.5816500370588,Cancelled
385,5012,2024-05-23,978.5694537356148,Delivered
386,4267,2024-03-17,891.7297277940189,Delivered
387,6939,2024-01-26,26.354240493740605,Shipped
388,6072,2024-07-11,24.445897757466504,Pending
389,7808,2024-10-16,493.2990095003585,Shipped
390,9186,2024-11-11,320.9212236468997,Cancelled
391,7687,2024-05-03,543.4844867106646,Shipped
392,1996,2024-12-19,344.96907476919824,Pending
393,15223,2024-11-15,879.4225841212592,Pending
394,2833,2024-05-14,178.09916725100246,Shipped
395,9250,2024-07-11,66.70492843023683,Pending
396,4476,2024-11-16,349.48901274276767,Shipped
397,7979,2024-07-10,147.7488855136343,Pending
398,3681,2024-05-25,595.6037601346604,Cancelled
399,14215,2024-07-07,477.767477557655,Pending
400,8830,2024-05-07,710.884427174887,Cancelled
401,2043,2024-09-09,82.06574400116835,Shipped
402,7597,2024-07-28,756.8442357281397,Shipped
403,13010,2024-01-16,283.8000573272113,Pending
404,3626,2024-11-16,674.7190298635252,Shipped
405,239,2024-11-26,298.09417943325485,Delivered
406,13613,2024-07-10,835.452921784686,Shipped
407,6183,2024-10-12,835.7485604457105,Pending
408,2871,2024-08-20,313.2465529463612,Shipped
409,2202,2024-05-05,910.4594413873932,Delivered
410,1171,2024-04-01,327.8273967011553,Pending
411,717,2024-12-11,896.736494420365,Delivered
412,4920,2024-05-17,201.2086562527335,Cancelled
413,4203,2024-03-15,295.0359756683533,Pending
414,7851,2024-04-28,885.3461976882234,Shipped
415,38,2024-12-30,90.01453303201006,Cancelled
416,9769,2024-03-10,704.7674980281136,Cancelled
417,2781,2024-10-11,685.1716733463068,Delivered
418,47,2024-01-22,972.4383759704513,Pending
419,17319,2024-10-26,972.554186903083,Pending
420,17167,2024-03-03,485.6875790762349,Shipped
421,11183,2024-06-26,661.8200230530169,Delivered
422,8081,2024-05-04,164.23132023915701,Shipped
423,16269,2024-11-12,233.81640599631785,Cancelled
424,14047,2024-01-20,562.8543377455112,Cancelled
425,11390,2024-04-17,245.2159963435126,Cancelled
426,9001,2024-12-10,224.70459730921877,Shipped
427,7220,2024-05-22,32.61287692516012,Cancelled
428,17366,2024-05-12,82.60978952885891,Shipped
429,15906,2024-09-27,714.3152249354116,Pending
430,17343,2024-01-11,24.18776578467739,Delivered
431,15656,2024-02-02,896.8236742383865,Shipped
432,9918,2024-04-10,87.87428170525382,Cancelled
433,7000,2024-06-12,165.0086912502589,Shipped
434,11011,2024-12-23,346.939987637276,Shipped
435,643,2024-11-26,729.3893756093943,Delivered
436,16112,2024-06-11,703.7084340341651,Shipped
437,16643,2024-11-08,254.0942782250563,Delivered
438,17539,2024-11-15,333.722878213346,Delivered
439,2102,2024-07-19,823.0194525043714,Pending
440,11972,2024-03-15,501.8109528135244,Pending
441,12797,2024-08-24,463.6202867605235,Cancelled
442,12133,2024-02-02,637.1419337111663,Pending
443,3359,2024-03-31,462.27859719527186,Delivered
444,3385,2024-11-13,439.6617184386787,Delivered
445,16840,2024-10-29,800.6175853740453,Cancelled
446,15265,2024-04-03,932.1094985470413,Cancelled
447,9406,2024-11-12,553.7721043168566,Pending
448,10456,2024-12-01,296.44429180494257,Cancelled
449,244,2024-01-24,950.2088737150203,Shipped
450,11295,2024-07-11,704.9177810557059,Cancelled
451,4356,2024-11-26,657.7805097858289,Delivered
452,4252,2024-09-18,610.6026283692121,Cancelled
453,5385,2024-03-16,742.9736524635722,Shipped
454,4407,2024-10-08,777.855143110501,Shipped
455,14375,2024-12-04,793.2709223024051,Shipped
456,11449,2024-09-01,976.0437984450945,Delivered
457,17347,2024-06-30,417.08971730871957,Pending
458,603,2024-07-08,250.20976261242689,Delivered
459,732,2024-12-05,400.161904959909,Delivered
460,5836,2024-09-24,769.1304960236795,Pending
461,6769,2024-05-31,545.2928321939505,Pending
462,15953,2024-10-21,866.044252935682,Delivered
463,5530,2024-11-25,243.78042566071358,Delivered
464,12286,2024-05-29,739.6573320053361,Cancelled
465,5506,2024-09-08,256.85971169234966,Shipped
466,15119,2024-08-20,801.1234446202307,Delivered
467,1915,2024-07-24,443.84825951273933,Shipped
468,3396,2024-01-04,989.5188893453922,Pending
469,8831,2024-01-29,672.0464651136072,Delivered
470,8464,2024-05-13,744.3129452726357,Pending
471,11964,2024-02-16,52.29676444075992,Cancelled
472,6474,2024-02-24,706.0368782844516,Cancelled
473,14635,2024-08-21,424.6350282263007,Shipped
474,6883,2024-04-12,329.89972996870176,Shipped
475,17192,2024-09-02,797.2440219977221,Cancelled
476,6637,2024-06-21,236.35011865700807,Cancelled
477,15106,2024-05-15,190.00473903731194,Cancelled
478,12378,2024-09-23,361.76399339015165,Shipped
479,1132,2024-12-23,633.0561744272059,Pending
480,504,2024-06-04,264.74337156265534,Cancelled
481,8370,2024-08-11,563.0104932202008,Pending
482,16592,2024-04-07,390.9988979524689,Shipped
483,15336,2024-02-18,402.7474823532598,Pending
484,16265,2024-05-29,211.08716472472054,Shipped
485,16427,2024-03-01,328.8838120370793,Shipped
486,15831,2024-08-30,281.1073575905606,Delivered
487,13916,2024-11-18,251.0047990659255,Cancelled
488,10375,2024-06-21,89.97178055988347,Pending
489,12173,2024-12-01,438.73916625277235,Shipped
490,5660,2024-02-10,252.23779747426704,Pending
491,12166,2024-04-03,961.4086723852519,Pending
492,7896,2024-05-26,605.6869546664477,Cancelled
493,2589,2024-10-26,467.3968079194754,Cancelled
494,7415,2024-01-26,344.60915108702585,Shipped
495,3017,2024-05-23,466.15777537704724,Shipped
496,9198,2024-05-13,348.05069337560263,Shipped
497,10798,2024-02-06,858.2870630967816,Shipped
498,5565,2024-07-24,263.279049892491,Pending
499,5263,2024-05-31,287.1648475422275,Delivered
500,4124,2024-06-16,712.5242865443229,Delivered
501,8206,2024-07-21,901.9182078041783,Cancelled
502,10459,2024-06-07,683.3147369643507,Pending
503,12594,2024-06-27,93.88136793095585,Shipped
504,1705,2024-08-04,899.9928307765225,Delivered
505,2734,2024-11-04,771.630856131952,Delivered
506,12095,2024-05-27,247.32218235436048,Cancelled
507,11892,2024-06-07,71.98141770063025,Shipped
508,10588,2024-05-23,720.3045243592533,Cancelled
509,4097,2024-12-22,242.2333848569433,Cancelled
510,15213,2024-03-10,528.5731802839042,Delivered
511,1055,2024-10-25,98.66568917250146,Pending
512,4974,2024-05-02,572.4805921064993,Pending
513,1333,2024-09-23,31.25898220950123,Pending
514,5789,2024-04-28,538.6531257480029,Shipped
515,3336,2024-03-05,835.3584131979036,Cancelled
516,10514,2024-07-04,584.9356006570814,Pending
517,645,2024-06-03,885.8022105037647,Cancelled
518,16327,2024-06-17,553.3928906111779,Shipped
519,12729,2024-09-05,690.5563054294761,Pending
520,2816,2024-12-05,372.6067585034857,Delivered
521,8802,2024-12-22,303.83241148301147,Pending
522,17564,2024-08-10,342.46414331281306,Pending
523,4289,2024-01-02,111.76968338478741,Cancelled
524,7674,2024-07-31,261.8475048067463,Pending
525,15646,2024-03-29,393.16583868627174,Cancelled
526,9016,2024-01-13,348.1335718395223,Pending
527,12924,2024-02-05,500.63328730095037,Pending
528,11931,2024-03-21,493.38450383934685,Cancelled
529,8204,2024-08-25,738.047870308238,Shipped
530,3122,2024-07-22,401.7851691271224,Shipped
531,4672,2024-08-01,680.4515983499772,Delivered
532,4652,2024-01-15,891.7203265737305,Shipped
533,17008,2024-05-14,461.214399535398,Pending
534,2027,2024-05-10,557.8941122333819,Cancelled
535,4660,2024-05-27,680.4059009700402,Cancelled
536,4536,2024-01-26,499.1659287848129,Cancelled
537,9497,2024-02-14,171.56649374649072,Shipped
538,15981,2024-01-28,300.6398940165157,Pending
539,143,2024-12-20,37.904762635394995,Pending
540,11019,2024-02-14,686.755939596354,Cancelled
541,271,2024-07-06,286.7801677165381,Pending
542,13749,2024-10-22,825.3759473337499,Delivered
543,5466,2024-01-09,659.3531003859051,Shipped
544,3123,2024-03-11,738.7691325438625,Pending
545,7896,2024-10-22,883.6390155667273,Cancelled
546,2642,2024-09-22,431.44381756825044,Shipped
547,5574,2024-09-09,196.7252153009436,Cancelled
548,2635,2024-10-30,936.1573140617609,Pending
549,10605,2024-06-21,995.8694338759441,Pending
550,13425,2024-07-14,225.7877138490693,Cancelled
551,16038,2024-08-27,743.5808826126884,Shipped
552,16836,2024-07-04,81.5490093961385,Pending
553,6912,2024-05-26,37.195616808713,Delivered
554,15705,2024-04-29,678.3775150771307,Shipped
555,4695,2024-06-24,262.60772302121495,Cancelled
556,11823,2024-01-28,869.1719599588395,Delivered
557,5693,2024-01-22,517.9390121324868,Pending
558,1231,2024-03-26,784.2249914924528,Pending
559,4579,2024-06-16,112.43313640753432,Cancelled
