customer_id,name,city,state,country,registration_date,is_active
33,Customer_33,Mumbai,West Bengal,India,2023-09-11,False
34,Customer_34,Kolkata,Gujarat,India,2023-11-01,True
35,Customer_35,Pune,Karnataka,India,2023-07-31,False
36,Customer_36,Ahmedabad,Tamil Nadu,India,2023-10-07,True
37,Customer_37,Hyderabad,Karnataka,India,2023-03-21,True
38,Customer_38,Bangalore,Telangana,India,2023-09-26,False
39,Customer_39,Pune,Tamil Nadu,India,2023-12-14,False
40,Customer_40,Pune,West Bengal,India,2023-01-15,False
41,Customer_41,Bangalore,Karnataka,India,2023-03-28,False
42,Customer_42,Bangalore,Gujarat,India,2023-08-11,True
43,Customer_43,Hyderabad,Tamil Nadu,India,2023-11-21,True
44,Customer_44,Pune,Gujarat,India,2023-04-01,True
45,Customer_45,Chennai,Maharashtra,India,2023-11-12,False
46,Customer_46,Kolkata,Delhi,India,2023-09-23,True
47,Customer_47,Kolkata,Telangana,India,2023-11-03,True
48,Customer_48,Ahmedabad,Tamil Nadu,India,2023-11-16,True
49,Customer_49,Delhi,Gujarat,India,2023-04-16,True
50,Customer_50,Kolkata,Tamil Nadu,India,2023-09-10,True
51,Customer_51,Ahmedabad,Tamil Nadu,India,2023-07-18,True
52,Customer_52,Ahmedabad,Karnataka,India,2023-02-25,True
53,Customer_53,Pune,Telangana,India,2023-08-27,True
54,Customer_54,Kolkata,Delhi,India,2023-12-13,False
55,Customer_55,Pune,Telangana,India,2023-12-07,True
56,Customer_56,Delhi,Karnataka,India,2023-12-29,False
57,Customer_57,Kolkata,Gujarat,India,2023-08-06,False
58,Customer_58,Kolkata,Tamil Nadu,India,2023-07-31,True
59,Customer_59,Ahmedabad,Telangana,India,2023-07-08,True
60,Customer_60,Mumbai,Tamil Nadu,India,2023-12-01,True
61,Customer_61,Hyderabad,Delhi,India,2023-12-31,False
62,Customer_62,Delhi,Maharashtra,India,2023-04-12,True
63,Customer_63,Mumbai,Karnataka,India,2023-05-23,True
64,Customer_64,Chennai,Maharashtra,India,2023-10-12,False
65,Customer_65,Delhi,Telangana,India,2023-03-11,True
66,Customer_66,Pune,Tamil Nadu,India,2023-12-02,True
67,Customer_67,Hyderabad,Gujarat,India,2023-03-06,False
68,Customer_68,Kolkata,Gujarat,India,2023-07-17,False
69,Customer_69,Pune,Tamil Nadu,India,2023-01-16,True
70,Customer_70,Kolkata,West Bengal,India,2023-11-06,True
71,Customer_71,Mumbai,West Bengal,India,2023-12-19,True
72,Customer_72,Mumbai,Maharashtra,India,2023-09-20,False
73,Customer_73,Chennai,West Bengal,India,2023-03-01,False
74,Customer_74,Chennai,Gujarat,India,2023-01-10,False
75,Customer_75,Hyderabad,Telangana,India,2023-11-05,True
76,Customer_76,Kolkata,Delhi,India,2023-01-08,False
77,Customer_77,Pune,Telangana,India,2023-12-07,True
78,Customer_78,Bangalore,Maharashtra,India,2023-03-31,False
79,Customer_79,Pune,Telangana,India,2023-02-06,True
80,Customer_80,Ahmedabad,West Bengal,India,2023-03-25,False
81,Customer_81,Chennai,West Bengal,India,2023-08-22,True
82,Customer_82,Kolkata,Delhi,India,2023-09-07,False
83,Customer_83,Pune,Telangana,India,2023-08-28,True
84,Customer_84,Pune,Delhi,India,2023-04-14,False
85,Customer_85,Chennai,Gujarat,India,2023-07-30,True
86,Customer_86,Ahmedabad,Maharashtra,India,2023-08-13,False
87,Customer_87,Pune,Karnataka,India,2023-10-06,False
88,Customer_88,Pune,Telangana,India,2023-06-15,True
89,Customer_89,Delhi,Gujarat,India,2023-10-28,True
90,Customer_90,Ahmedabad,Gujarat,India,2023-02-15,False
91,Customer_91,Mumbai,Telangana,India,2023-01-02,False
92,Customer_92,Kolkata,Delhi,India,2023-06-25,True
93,Customer_93,Pune,West Bengal,India,2023-09-30,False
94,Customer_94,Chennai,Maharashtra,India,2023-04-28,False
95,Customer_95,Mumbai,Karnataka,India,2023-09-29,True
96,Customer_96,Ahmedabad,Telangana,India,2023-06-22,False
97,Customer_97,Pune,Maharashtra,India,2023-10-31,True
98,Customer_98,Pune,West Bengal,India,2023-06-01,True
99,Customer_99,Bangalore,Karnataka,India,2023-12-17,True
100,Customer_100,Chennai,Karnataka,India,2023-07-12,False
101,Customer_101,Kolkata,Gujarat,India,2023-04-02,False
102,Customer_102,Delhi,Delhi,India,2023-06-10,False
103,Customer_103,Mumbai,Tamil Nadu,India,2023-04-16,False
104,Customer_104,Ahmedabad,West Bengal,India,2023-08-17,True
105,Customer_105,Mumbai,Tamil Nadu,India,2023-04-13,True
106,Customer_106,Delhi,West Bengal,India,2023-05-12,False
107,Customer_107,Kolkata,Maharashtra,India,2023-09-14,True
108,Customer_108,Hyderabad,Tamil Nadu,India,2023-10-16,False
109,Customer_109,Ahmedabad,Gujarat,India,2023-04-11,False
110,Customer_110,Bangalore,Telangana,India,2023-10-28,True
111,Customer_111,Hyderabad,Gujarat,India,2023-01-21,False
112,Customer_112,Ahmedabad,Gujarat,India,2023-09-06,True
113,Customer_113,Pune,Telangana,India,2023-07-11,True
114,Customer_114,Delhi,Telangana,India,2023-03-14,False
115,Customer_115,Bangalore,Karnataka,India,2023-11-09,True
116,Customer_116,Kolkata,Delhi,India,2023-06-17,True
117,Customer_117,Chennai,Gujarat,India,2023-03-03,False
118,Customer_118,Chennai,West Bengal,India,2023-06-20,True
119,Customer_119,Ahmedabad,Delhi,India,2023-05-01,False
120,Customer_120,Ahmedabad,West Bengal,India,2023-08-04,True
121,Customer_121,Hyderabad,Telangana,India,2023-06-23,True
122,Customer_122,Kolkata,Karnataka,India,2023-01-24,False
123,Customer_123,Bangalore,Karnataka,India,2023-05-18,False
124,Customer_124,Ahmedabad,Karnataka,India,2023-04-09,True
125,Customer_125,Ahmedabad,Karnataka,India,2023-11-20,False
126,Customer_126,Hyderabad,Gujarat,India,2023-02-26,True
127,Customer_127,Delhi,Karnataka,India,2023-09-04,True
128,Customer_128,Hyderabad,Telangana,India,2023-06-21,False
129,Customer_129,Kolkata,Delhi,India,2023-07-20,True
130,Customer_130,Pune,Maharashtra,India,2023-11-27,True
131,Customer_131,Kolkata,Tamil Nadu,India,2023-04-17,False
132,Customer_132,Chennai,Delhi,India,2023-02-17,False
133,Customer_133,Delhi,Telangana,India,2023-11-29,False
134,Customer_134,Chennai,Tamil Nadu,India,2023-10-13,False
135,Customer_135,Bangalore,Maharashtra,India,2023-02-15,True
136,Customer_136,Bangalore,West Bengal,India,2023-04-30,True
137,Customer_137,Mumbai,Gujarat,India,2023-03-01,True
138,Customer_138,Kolkata,Maharashtra,India,2023-05-27,True
139,Customer_139,Delhi,Maharashtra,India,2023-04-14,True
140,Customer_140,Delhi,Telangana,India,2023-03-09,True
141,Customer_141,Chennai,Gujarat,India,2023-06-11,False
142,Customer_142,Hyderabad,West Bengal,India,2023-08-03,False
143,Customer_143,Hyderabad,Tamil Nadu,India,2023-04-28,True
144,Customer_144,Chennai,Gujarat,India,2023-08-25,True
145,Customer_145,Pune,Karnataka,India,2023-08-06,True
146,Customer_146,Hyderabad,West Bengal,India,2023-05-04,False
147,Customer_147,Delhi,West Bengal,India,2023-04-27,True
148,Customer_148,Ahmedabad,Maharashtra,India,2023-09-20,False
149,Customer_149,Ahmedabad,West Bengal,India,2023-12-04,True
150,Customer_150,Ahmedabad,Gujarat,India,2023-06-19,False
151,Customer_151,Chennai,Delhi,India,2023-07-15,True
152,Customer_152,Ahmedabad,Gujarat,India,2023-11-05,False
153,Customer_153,Hyderabad,Karnataka,India,2023-05-30,False
154,Customer_154,Mumbai,Gujarat,India,2023-09-03,False
155,Customer_155,Kolkata,Maharashtra,India,2023-10-09,True
156,Customer_156,Mumbai,Tamil Nadu,India,2023-07-10,True
157,Customer_157,Hyderabad,Tamil Nadu,India,2023-06-23,False
158,Customer_158,Bangalore,Tamil Nadu,India,2023-03-22,True
159,Customer_159,Delhi,Tamil Nadu,India,2023-06-21,False
160,Customer_160,Mumbai,Tamil Nadu,India,2023-06-13,False
161,Customer_161,Mumbai,Maharashtra,India,2023-10-24,False
162,Customer_162,Chennai,Delhi,India,2023-04-21,False
163,Customer_163,Chennai,Delhi,India,2023-07-26,True
164,Customer_164,Chennai,Tamil Nadu,India,2023-12-04,True
165,Customer_165,Hyderabad,Delhi,India,2023-03-11,False
166,Customer_166,Pune,Karnataka,India,2023-04-08,False
167,Customer_167,Pune,Delhi,India,2023-01-05,False
168,Customer_168,Ahmedabad,Gujarat,India,2023-07-04,True
169,Customer_169,Bangalore,West Bengal,India,2023-07-23,False
170,Customer_170,Mumbai,Tamil Nadu,India,2023-01-12,True
171,Customer_171,Kolkata,Gujarat,India,2023-08-27,False
172,Customer_172,Ahmedabad,West Bengal,India,2023-11-27,True
173,Customer_173,Ahmedabad,West Bengal,India,2023-10-07,False
174,Customer_174,Chennai,Tamil Nadu,India,2023-04-25,False
175,Customer_175,Bangalore,Telangana,India,2023-07-29,True
176,Customer_176,Hyderabad,Maharashtra,India,2023-11-15,True
177,Customer_177,Ahmedabad,Telangana,India,2023-05-13,False
178,Customer_178,Bangalore,Delhi,India,2023-08-11,False
179,Customer_179,Chennai,Telangana,India,2023-12-11,False
180,Customer_180,Delhi,Karnataka,India,2023-06-30,False
181,Customer_181,Ahmedabad,Telangana,India,2023-01-28,False
182,Customer_182,Mumbai,Telangana,India,2023-07-12,True
183,Customer_183,Chennai,Maharashtra,India,2023-10-28,False
184,Customer_184,Kolkata,Karnataka,India,2023-09-13,True
185,Customer_185,Mumbai,Telangana,India,2023-04-21,True
186,Customer_186,Bangalore,Tamil Nadu,India,2023-07-13,True
187,Customer_187,Pune,Delhi,India,2023-05-04,True
188,Customer_188,Kolkata,Telangana,India,2023-04-01,False
189,Customer_189,Mumbai,Maharashtra,India,2023-05-16,False
190,Customer_190,Ahmedabad,Tamil Nadu,India,2023-10-10,False
191,Customer_191,Ahmedabad,Maharashtra,India,2023-08-17,True
192,Customer_192,Kolkata,West Bengal,India,2023-05-25,False
193,Customer_193,Bangalore,Telangana,India,2023-08-30,True
194,Customer_194,Ahmedabad,Delhi,India,2023-01-31,False
195,Customer_195,Ahmedabad,Delhi,India,2023-09-18,False
196,Customer_196,Chennai,Tamil Nadu,India,2023-03-01,False
197,Customer_197,Pune,Tamil Nadu,India,2023-03-30,False
198,Customer_198,Kolkata,Tamil Nadu,India,2023-04-11,True
199,Customer_199,Chennai,Delhi,India,2023-10-25,True
200,Customer_200,Pune,Telangana,India,2023-10-06,False
201,Customer_201,Bangalore,West Bengal,India,2023-05-01,False
202,Customer_202,Pune,Delhi,India,2023-08-31,True
203,Customer_203,Bangalore,Tamil Nadu,India,2023-12-31,True
204,Customer_204,Ahmedabad,Karnataka,India,2023-03-18,True
205,Customer_205,Kolkata,Telangana,India,2023-09-30,True
206,Customer_206,Kolkata,West Bengal,India,2023-02-27,True
207,Customer_207,Bangalore,Delhi,India,2023-09-04,True
208,Customer_208,Kolkata,Karnataka,India,2023-04-06,False
209,Customer_209,Ahmedabad,Telangana,India,2023-02-14,True
210,Customer_210,Kolkata,Gujarat,India,2023-10-18,True
211,Customer_211,Kolkata,Gujarat,India,2023-09-15,True
212,Customer_212,Hyderabad,West Bengal,India,2023-10-30,False
213,Customer_213,Kolkata,Gujarat,India,2023-09-16,False
214,Customer_214,Mumbai,Delhi,India,2023-09-03,False
215,Customer_215,Bangalore,Gujarat,India,2023-08-28,False
216,Customer_216,Bangalore,Telangana,India,2023-05-08,True
217,Customer_217,Delhi,Telangana,India,2023-07-21,True
218,Customer_218,Chennai,Tamil Nadu,India,2023-10-03,True
219,Customer_219,Delhi,Delhi,India,2023-07-26,True
220,Customer_220,Kolkata,Telangana,India,2023-02-09,False
221,Customer_221,Kolkata,West Bengal,India,2023-12-31,False
222,Customer_222,Ahmedabad,Tamil Nadu,India,2023-11-17,True
223,Customer_223,Ahmedabad,Telangana,India,2023-12-12,False
224,Customer_224,Pune,Maharashtra,India,2023-11-15,False
225,Customer_225,Mumbai,Karnataka,India,2023-02-25,True
226,Customer_226,Mumbai,Telangana,India,2023-06-09,False
227,Customer_227,Mumbai,Gujarat,India,2023-11-18,True
228,Customer_228,Mumbai,Tamil Nadu,India,2023-04-06,False
229,Customer_229,Mumbai,Tamil Nadu,India,2023-04-26,True
230,Customer_230,Mumbai,West Bengal,India,2023-07-31,True
231,Customer_231,Mumbai,Telangana,India,2023-03-28,True
232,Customer_232,Mumbai,Telangana,India,2023-11-03,True
233,Customer_233,Pune,West Bengal,India,2023-09-25,True
234,Customer_234,Hyderabad,Karnataka,India,2023-02-13,False
235,Customer_235,Mumbai,West Bengal,India,2023-03-24,True
236,Customer_236,Bangalore,Tamil Nadu,India,2023-07-30,True
237,Customer_237,Mumbai,Karnataka,India,2023-12-12,False
238,Customer_238,Chennai,Gujarat,India,2023-01-09,False
239,Customer_239,Mumbai,Karnataka,India,2023-06-06,False
240,Customer_240,Hyderabad,Delhi,India,2023-12-14,False
241,Customer_241,Pune,Tamil Nadu,India,2023-07-08,True
242,Customer_242,Ahmedabad,Tamil Nadu,India,2023-11-16,True
243,Customer_243,Ahmedabad,West Bengal,India,2023-05-11,False
244,Customer_244,Kolkata,Tamil Nadu,India,2023-08-03,False
245,Customer_245,Hyderabad,Telangana,India,2023-04-25,False
246,Customer_246,Hyderabad,West Bengal,India,2023-05-03,True
247,Customer_247,Kolkata,Gujarat,India,2023-12-24,True
248,Customer_248,Mumbai,Tamil Nadu,India,2023-11-29,False
249,Customer_249,Pune,Telangana,India,2023-11-15,False
250,Customer_250,Pune,Delhi,India,2023-12-30,True
251,Customer_251,Mumbai,Tamil Nadu,India,2023-07-11,True
252,Customer_252,Kolkata,Delhi,India,2023-05-28,False
253,Customer_253,Chennai,Gujarat,India,2023-01-28,True
254,Customer_254,Delhi,Tamil Nadu,India,2023-05-04,False
255,Customer_255,Bangalore,Tamil Nadu,India,2023-03-18,False
256,Customer_256,Kolkata,Maharashtra,India,2023-03-16,False
257,Customer_257,Mumbai,Gujarat,India,2023-12-24,True
258,Customer_258,Bangalore,Telangana,India,2023-07-05,True
259,Customer_259,Ahmedabad,Tamil Nadu,India,2023-02-08,True
260,Customer_260,Ahmedabad,Delhi,India,2023-08-22,False
261,Customer_261,Mumbai,Karnataka,India,2023-09-05,False
262,Customer_262,Delhi,Delhi,India,2023-11-25,False
263,Customer_263,Delhi,Telangana,India,2023-05-11,False
264,Customer_264,Kolkata,Tamil Nadu,India,2023-01-05,False
265,Customer_265,Bangalore,West Bengal,India,2023-12-14,False
266,Customer_266,Hyderabad,Maharashtra,India,2023-09-16,False
267,Customer_267,Pune,West Bengal,India,2023-09-02,False
268,Customer_268,Pune,Maharashtra,India,2023-12-16,True
269,Customer_269,Bangalore,Maharashtra,India,2023-03-19,False
270,Customer_270,Ahmedabad,West Bengal,India,2023-12-02,False
271,Customer_271,Hyderabad,Telangana,India,2023-04-25,False
272,Customer_272,Ahmedabad,Tamil Nadu,India,2023-01-04,True
273,Customer_273,Delhi,Delhi,India,2023-05-11,True
274,Customer_274,Mumbai,West Bengal,India,2023-08-15,False
275,Customer_275,Pune,Karnataka,India,2023-05-08,True
276,Customer_276,Hyderabad,Maharashtra,India,2023-01-09,False
277,Customer_277,Hyderabad,Delhi,India,2023-11-20,True
278,Customer_278,Kolkata,Gujarat,India,2023-04-28,True
279,Customer_279,Chennai,Gujarat,India,2023-12-10,False
280,Customer_280,Delhi,Karnataka,India,2023-07-07,True
281,Customer_281,Hyderabad,Delhi,India,2023-05-19,False
282,Customer_282,Ahmedabad,Tamil Nadu,India,2023-05-05,False
283,Customer_283,Ahmedabad,Karnataka,India,2023-08-11,True
284,Customer_284,Delhi,Telangana,India,2023-11-24,True
285,Customer_285,Ahmedabad,Telangana,India,2023-11-02,False
286,Customer_286,Kolkata,West Bengal,India,2023-09-16,False
287,Customer_287,Mumbai,Delhi,India,2023-03-08,False
288,Customer_288,Bangalore,Gujarat,India,2023-03-26,False
289,Customer_289,Delhi,Telangana,India,2023-03-03,True
290,Customer_290,Kolkata,Telangana,India,2023-01-14,True
291,Customer_291,Kolkata,West Bengal,India,2023-05-02,False
292,Customer_292,Kolkata,West Bengal,India,2023-10-06,False
293,Customer_293,Pune,Telangana,India,2023-05-03,False
294,Customer_294,Ahmedabad,Delhi,India,2023-03-18,False
295,Customer_295,Pune,Delhi,India,2023-09-29,False
296,Customer_296,Pune,Maharashtra,India,2023-05-26,False
297,Customer_297,Bangalore,Maharashtra,India,2023-09-26,False
298,Customer_298,Pune,Karnataka,India,2023-02-25,True
299,Customer_299,Delhi,Gujarat,India,2023-08-06,True
300,Customer_300,Hyderabad,Karnataka,India,2023-06-22,False
301,Customer_301,Kolkata,Karnataka,India,2023-02-09,True
302,Customer_302,Bangalore,Maharashtra,India,2023-12-25,False
303,Customer_303,Pune,West Bengal,India,2023-06-08,True
304,Customer_304,Mumbai,Telangana,India,2023-12-26,False
305,Customer_305,Chennai,Tamil Nadu,India,2023-02-01,False
306,Customer_306,Delhi,Tamil Nadu,India,2023-09-05,False
307,Customer_307,Bangalore,Gujarat,India,2023-05-09,True
308,Customer_308,Chennai,Telangana,India,2023-10-18,True
309,Customer_309,Chennai,Delhi,India,2023-02-05,True
310,Customer_310,Pune,Maharashtra,India,2023-12-14,False
311,Customer_311,Bangalore,Delhi,India,2023-03-07,True
312,Customer_312,Ahmedabad,Tamil Nadu,India,2023-10-12,False
313,Customer_313,Hyderabad,Delhi,India,2023-06-06,False
314,Customer_314,Hyderabad,Maharashtra,India,2023-02-12,False
315,Customer_315,Bangalore,Maharashtra,India,2023-10-02,True
316,Customer_316,Bangalore,Maharashtra,India,2023-05-01,True
317,Customer_317,Kolkata,Tamil Nadu,India,2023-07-11,True
318,Customer_318,Mumbai,Maharashtra,India,2023-12-20,True
319,Customer_319,Hyderabad,Karnataka,India,2023-01-31,True
320,Customer_320,Kolkata,Karnataka,India,2023-12-23,True
321,Customer_321,Ahmedabad,Gujarat,India,2023-01-19,False
322,Customer_322,Chennai,Telangana,India,2023-10-12,False
323,Customer_323,Chennai,Gujarat,India,2023-03-14,True
324,Customer_324,Chennai,Maharashtra,India,2023-03-17,False
325,Customer_325,Bangalore,Karnataka,India,2023-07-07,False
326,Customer_326,Ahmedabad,Maharashtra,India,2023-06-28,False
327,Customer_327,Delhi,Tamil Nadu,India,2023-12-04,True
328,Customer_328,Kolkata,Karnataka,India,2023-11-02,True
329,Customer_329,Delhi,Tamil Nadu,India,2023-05-17,True
330,Customer_330,Pune,Karnataka,India,2023-06-11,False
331,Customer_331,Mumbai,West Bengal,India,2023-10-17,True
332,Customer_332,Mumbai,West Bengal,India,2023-02-16,False
333,Customer_333,Kolkata,Telangana,India,2023-01-24,True
334,Customer_334,Chennai,Telangana,India,2023-12-02,False
335,Customer_335,Pune,Telangana,India,2023-10-11,True
336,Customer_336,Hyderabad,Gujarat,India,2023-06-23,False
337,Customer_337,Ahmedabad,Tamil Nadu,India,2023-11-03,False
338,Customer_338,Mumbai,Karnataka,India,2023-09-19,False
339,Customer_339,Delhi,West Bengal,India,2023-08-18,True
340,Customer_340,Delhi,Maharashtra,India,2023-07-10,True
341,Customer_341,Hyderabad,Delhi,India,2023-04-28,False
342,Customer_342,Bangalore,West Bengal,India,2023-02-22,True
343,Customer_343,Chennai,Gujarat,India,2023-07-11,True
344,Customer_344,Bangalore,West Bengal,India,2023-03-01,True
345,Customer_345,Kolkata,Maharashtra,India,2023-01-11,True
346,Customer_346,Mumbai,West Bengal,India,2023-09-17,False
347,Customer_347,Hyderabad,West Bengal,India,2023-09-27,False
348,Customer_348,Hyderabad,West Bengal,India,2023-05-21,False
349,Customer_349,Hyderabad,Telangana,India,2023-05-23,False
350,Customer_350,Bangalore,Telangana,India,2023-04-23,False
351,Customer_351,Ahmedabad,Karnataka,India,2023-09-21,False
352,Customer_352,Bangalore,Telangana,India,2023-12-10,False
353,Customer_353,Kolkata,West Bengal,India,2023-01-11,True
354,Customer_354,Delhi,Delhi,India,2023-04-09,False
355,Customer_355,Delhi,Gujarat,India,2023-01-23,False
356,Customer_356,Pune,Telangana,India,2023-08-27,False
357,Customer_357,Kolkata,Karnataka,India,2023-04-19,True
358,Customer_358,Ahmedabad,Gujarat,India,2023-09-20,True
359,Customer_359,Hyderabad,Karnataka,India,2023-11-21,False
360,Customer_360,Delhi,Tamil Nadu,India,2023-06-09,False
361,Customer_361,Kolkata,West Bengal,India,2023-08-08,True
362,Customer_362,Delhi,Gujarat,India,2023-06-21,True
363,Customer_363,Ahmedabad,Delhi,India,2023-04-04,False
364,Customer_364,Pune,Delhi,India,2023-05-02,False
365,Customer_365,Kolkata,Tamil Nadu,India,2023-10-27,False
366,Customer_366,Delhi,Delhi,India,2023-07-16,False
367,Customer_367,Hyderabad,Gujarat,India,2023-02-20,False
368,Customer_368,Ahmedabad,Karnataka,India,2023-11-13,False
369,Customer_369,Bangalore,Maharashtra,India,2023-11-03,False
370,Customer_370,Ahmedabad,Karnataka,India,2023-01-20,True
371,Customer_371,Bangalore,Telangana,India,2023-01-30,False
372,Customer_372,Ahmedabad,Maharashtra,India,2023-10-27,True
373,Customer_373,Pune,Delhi,India,2023-03-27,True
374,Customer_374,Hyderabad,West Bengal,India,2023-08-18,True
375,Customer_375,Delhi,Gujarat,India,2023-06-06,False
376,Customer_376,Hyderabad,Maharashtra,India,2023-06-30,True
377,Customer_377,Kolkata,Karnataka,India,2023-04-22,True
378,Customer_378,Bangalore,Karnataka,India,2023-05-19,False
379,Customer_379,Mumbai,Telangana,India,2023-01-10,False
380,Customer_380,Pune,Karnataka,India,2023-10-18,False
381,Customer_381,Delhi,Gujarat,India,2023-08-26,False
382,Customer_382,Mumbai,Gujarat,India,2023-05-12,False
383,Customer_383,Mumbai,Telangana,India,2023-11-26,False
384,Customer_384,Ahmedabad,Karnataka,India,2023-07-04,False
385,Customer_385,Pune,Tamil Nadu,India,2023-10-22,False
386,Customer_386,Chennai,Delhi,India,2023-07-27,False
387,Customer_387,Mumbai,West Bengal,India,2023-09-07,False
388,Customer_388,Mumbai,Telangana,India,2023-12-16,True
389,Customer_389,Hyderabad,Tamil Nadu,India,2023-11-19,False
390,Customer_390,Chennai,Delhi,India,2023-03-30,True
391,Customer_391,Chennai,Gujarat,India,2023-12-24,True
392,Customer_392,Chennai,Telangana,India,2023-12-28,False
393,Customer_393,Pune,Maharashtra,India,2023-02-05,False
394,Customer_394,Kolkata,Tamil Nadu,India,2023-01-04,False
395,Customer_395,Chennai,Telangana,India,2023-08-22,False
396,Customer_396,Hyderabad,Gujarat,India,2023-11-26,True
397,Customer_397,Kolkata,Tamil Nadu,India,2023-09-26,False
398,Customer_398,Delhi,Tamil Nadu,India,2023-03-11,True
399,Customer_399,Kolkata,Tamil Nadu,India,2023-01-07,True
400,Customer_400,Delhi,Maharashtra,India,2023-06-05,False
401,Customer_401,Chennai,Karnataka,India,2023-10-20,False
402,Customer_402,Chennai,Gujarat,India,2023-10-13,True
403,Customer_403,Delhi,Tamil Nadu,India,2023-12-26,False
404,Customer_404,Bangalore,Delhi,India,2023-03-15,False
405,Customer_405,Hyderabad,Karnataka,India,2023-01-12,False
406,Customer_406,Kolkata,Maharashtra,India,2023-12-03,False
407,Customer_407,Hyderabad,West Bengal,India,2023-04-22,False
408,Customer_408,Hyderabad,Maharashtra,India,2023-01-30,False
409,Customer_409,Mumbai,West Bengal,India,2023-02-05,False
410,Customer_410,Chennai,Delhi,India,2023-12-10,True
411,Customer_411,Kolkata,West Bengal,India,2023-08-18,False
412,Customer_412,Hyderabad,Telangana,India,2023-10-04,True
413,Customer_413,Kolkata,Tamil Nadu,India,2023-04-16,True
414,Customer_414,Hyderabad,Karnataka,India,2023-10-15,False
415,Customer_415,Chennai,Gujarat,India,2023-09-07,False
416,Customer_416,Hyderabad,Telangana,India,2023-03-04,False
417,Customer_417,Delhi,Karnataka,India,2023-02-13,True
418,Customer_418,Chennai,Tamil Nadu,India,2023-05-29,True
419,Customer_419,Kolkata,Karnataka,India,2023-02-15,False
420,Customer_420,Pune,Maharashtra,India,2023-06-24,False
421,Customer_421,Bangalore,Tamil Nadu,India,2023-06-03,False
422,Customer_422,Hyderabad,Tamil Nadu,India,2023-09-18,False
423,Customer_423,Delhi,Karnataka,India,2023-05-13,True
424,Customer_424,Chennai,Gujarat,India,2023-10-14,True
425,Customer_425,Mumbai,Telangana,India,2023-06-05,True
426,Customer_426,Pune,West Bengal,India,2023-11-29,True
427,Customer_427,Pune,Gujarat,India,2023-08-29,True
428,Customer_428,Chennai,Gujarat,India,2023-11-27,False
429,Customer_429,Ahmedabad,Delhi,India,2023-05-07,True
430,Customer_430,Pune,Gujarat,India,2023-07-12,False
431,Customer_431,Kolkata,West Bengal,India,2023-09-26,True
432,Customer_432,Kolkata,Maharashtra,India,2023-05-02,True
433,Customer_433,Mumbai,Tamil Nadu,India,2023-05-26,False
434,Customer_434,Delhi,Tamil Nadu,India,2023-06-01,True
435,Customer_435,Kolkata,Maharashtra,India,2023-06-06,False
436,Customer_436,Delhi,Delhi,India,2023-06-05,False
437,Customer_437,Delhi,Tamil Nadu,India,2023-04-12,False
438,Customer_438,Chennai,West Bengal,India,2023-12-06,False
439,Customer_439,Delhi,Maharashtra,India,2023-09-09,True
440,Customer_440,Hyderabad,Tamil Nadu,India,2023-09-24,True
441,Customer_441,Ahmedabad,West Bengal,India,2023-11-03,False
442,Customer_442,Kolkata,Maharashtra,India,2023-02-28,False
443,Customer_443,Kolkata,Maharashtra,India,2023-12-06,True
444,Customer_444,Bangalore,Maharashtra,India,2023-04-15,True
445,Customer_445,Pune,Delhi,India,2023-09-26,False
